OBSYMD,DAMCD,RF,IQTY
19791210,1012110,0,0.9
19791211,1012110,0,5.7
19791212,1012110,0,1.5
19791213,1012110,0,2.9
19791214,1012110,0,2.5
19791215,1012110,0,0.4
19791216,1012110,0,3.4
19791217,1012110,0,1.7
19791218,1012110,0,2.9
19791219,1012110,10.4,7.6
19791220,1012110,0,5.5
19791221,1012110,1.4,12.4
19791222,1012110,0,2
19791223,1012110,0,2.7
19791224,1012110,0,3.3
19791225,1012110,0,3.9
19791226,1012110,0,1.9
19791227,1012110,0,4.9
19791228,1012110,0,4.5
19791229,1012110,9,5.1
19791230,1012110,1.2,3.7
19791231,1012110,0,5.5
19800101,1012110,2.5,5.8
19800102,1012110,8.1,4.7
19800103,1012110,0,4.5
19800104,1012110,0,2.9
19800105,1012110,0,4.9
19800106,1012110,1.1,0.4
19800107,1012110,0,5.5
19800108,1012110,0,0.9
19800109,1012110,2.6,2.7
19800110,1012110,0,3.2
19800111,1012110,0,3.8
19800112,1012110,0.3,0.1
19800113,1012110,0,5
19800114,1012110,0,5
19800115,1012110,0.4,2.2
19800116,1012110,0,5.4
19800117,1012110,0,3.4
19800118,1012110,0,0.3
19800119,1012110,0.2,1.2
19800120,1012110,0,3.9
19800121,1012110,0,3.8
19800122,1012110,0,0.3
19800123,1012110,0,0.3
19800124,1012110,0,0.3
19800125,1012110,0,1.6
19800126,1012110,0,2.9
19800127,1012110,0,0.9
19800128,1012110,0,3.4
19800129,1012110,0,0.6
19800130,1012110,0,3.8
19800131,1012110,0,0.1
19800201,1012110,0,1
19800202,1012110,0,0.5
19800203,1012110,0,0.7
19800204,1012110,0,0.1
19800205,1012110,0,1.9
19800206,1012110,0,4.7
19800207,1012110,0,2.8
19800208,1012110,0,3.3
19800209,1012110,0,2
19800210,1012110,0,0.5
19800211,1012110,0.2,0.1
19800212,1012110,0,0.1
19800213,1012110,0,3.6
19800214,1012110,0,0.5
19800215,1012110,0,0.5
19800216,1012110,0,0.5
19800217,1012110,0,2.6
19800218,1012110,0,0.5
19800219,1012110,0,0.2
19800220,1012110,0,0.2
19800221,1012110,0,0.2
19800222,1012110,0,1.6
19800223,1012110,0,0.5
19800224,1012110,0.2,0.1
19800225,1012110,0,0.2
19800226,1012110,0,0.1
19800227,1012110,0,0.1
19800228,1012110,0,1.1
19800229,1012110,0,1
19800301,1012110,0,4.1
19800302,1012110,0,5
19800303,1012110,0,2.8
19800304,1012110,0,7
19800305,1012110,0,6.8
19800306,1012110,0,5.2
19800307,1012110,0,5.6
19800308,1012110,0,9.1
19800309,1012110,7.6,8.8
19800310,1012110,0,9.9
19800311,1012110,0,8.7
19800312,1012110,0,3.3
19800313,1012110,0,3.7
19800314,1012110,0,1.1
19800315,1012110,0,5.6
19800316,1012110,0,10.2
19800317,1012110,0.4,7.1
19800318,1012110,0,4.9
19800319,1012110,0,2.2
19800320,1012110,0,6.1
19800321,1012110,0,5.9
19800322,1012110,0.4,9.1
19800323,1012110,2.4,3.6
19800324,1012110,0.8,2.8
19800325,1012110,0,5
19800326,1012110,0,0.1
19800327,1012110,0,4.4
19800328,1012110,0,4.9
19800329,1012110,0,12.2
19800330,1012110,0,11.7
19800331,1012110,3.5,17.6
19800401,1012110,0.3,17.6
19800402,1012110,0,13.8
19800403,1012110,0,9.6
19800404,1012110,0,12
19800405,1012110,55.9,83.9
19800406,1012110,22.4,696.1
19800407,1012110,0.1,226.1
19800408,1012110,0,129.7
19800409,1012110,0,91.6
19800410,1012110,0,54.7
19800411,1012110,0,55.1
19800412,1012110,13.3,64.9
19800413,1012110,3.9,101
19800414,1012110,2,96.3
19800415,1012110,2.4,92.8
19800416,1012110,2.8,81.7
19800417,1012110,0.8,75.6
19800418,1012110,0,70.7
19800419,1012110,36.6,209.8
19800420,1012110,0.3,437.7
19800421,1012110,0,246
19800422,1012110,0,146.8
19800423,1012110,0,101.4
19800424,1012110,0,80.5
19800425,1012110,0,64.5
19800426,1012110,0,53.9
19800427,1012110,12.3,64.5
19800428,1012110,0.1,64.5
19800429,1012110,0,64.5
19800430,1012110,0,48.5
19800501,1012110,0,49.2
19800502,1012110,0,44.1
19800503,1012110,0.1,42.3
19800504,1012110,5,44.1
19800505,1012110,0,38.6
19800506,1012110,0,39.5
19800507,1012110,0,15.9
19800508,1012110,0,19.7
19800509,1012110,0,22.4
19800510,1012110,0,36.2
19800511,1012110,0,22.6
19800512,1012110,16.9,31.1
19800513,1012110,1.7,41.5
19800514,1012110,7.8,41.2
19800515,1012110,0,39.6
19800516,1012110,0,43.7
19800517,1012110,0,34.3
19800518,1012110,0,39.1
19800519,1012110,0,37.7
19800520,1012110,0,29.3
19800521,1012110,0,19.6
19800522,1012110,0,24.6
19800523,1012110,0,25.2
19800524,1012110,0,13.4
19800525,1012110,21.7,34.3
19800526,1012110,2.3,42.9
19800527,1012110,0,40.3
19800528,1012110,0,41
19800529,1012110,0,28.1
19800530,1012110,0,24.6
19800531,1012110,0,17.5
19800601,1012110,0,12.1
19800602,1012110,2.1,28
19800603,1012110,0.5,19.8
19800604,1012110,2.2,20.1
19800605,1012110,0,9.3
19800606,1012110,0,9.9
19800607,1012110,0,8.4
19800608,1012110,15.5,25.1
19800609,1012110,0.2,21.6
19800610,1012110,0,16
19800611,1012110,0,13.2
19800612,1012110,0,10.9
19800613,1012110,0,15.5
19800614,1012110,0,14.9
19800615,1012110,0,11.4
19800616,1012110,7.1,8.4
19800617,1012110,5.7,7.3
19800618,1012110,2.1,17.6
19800619,1012110,0,15.8
19800620,1012110,0,7.4
19800621,1012110,0,8.4
19800622,1012110,0,10.8
19800623,1012110,0,7.1
19800624,1012110,0,6.8
19800625,1012110,12,15.8
19800626,1012110,6.6,18.6
19800627,1012110,0,25.4
19800628,1012110,0,20.4
19800629,1012110,0,17.1
19800630,1012110,8.3,13.8
19800701,1012110,12.9,34.7
19800702,1012110,1.6,89.6
19800703,1012110,0,71.6
19800704,1012110,0,45.1
19800705,1012110,0,35.9
19800706,1012110,0,30.9
19800707,1012110,4.7,19.8
19800708,1012110,0,24.1
19800709,1012110,0,13.6
19800710,1012110,0,19
19800711,1012110,9.2,20.5
19800712,1012110,0,20.4
19800713,1012110,8.7,25.4
19800714,1012110,83.9,720.9
19800715,1012110,0.8,437.8
19800716,1012110,0,209.8
19800717,1012110,3.2,126.2
19800718,1012110,4.2,100.1
19800719,1012110,1.1,75.5
19800720,1012110,42.6,192.9
19800721,1012110,19.7,609.8
19800722,1012110,51.9,928
19800723,1012110,7.5,941.1
19800724,1012110,0,360.5
19800725,1012110,9.1,210
19800726,1012110,0.2,168.5
19800727,1012110,26,218.1
19800728,1012110,7.4,236.2
19800729,1012110,0.4,190.9
19800730,1012110,0.2,173.2
19800731,1012110,0,167.3
19800801,1012110,0,116.5
19800802,1012110,0,82.7
19800803,1012110,0.4,68.5
19800804,1012110,0.4,65.1
19800805,1012110,0,65.3
19800806,1012110,0,75.8
19800807,1012110,1.3,61.5
19800808,1012110,5.6,55.5
19800809,1012110,0,45.3
19800810,1012110,8.7,50
19800811,1012110,0.3,57.5
19800812,1012110,0.8,59.8
19800813,1012110,38.8,128.1
19800814,1012110,3.3,259
19800815,1012110,0.1,151.1
19800816,1012110,1.1,120.1
19800817,1012110,4.5,126.4
19800818,1012110,9.4,113.9
19800819,1012110,2.4,147.6
19800820,1012110,0.2,128.2
19800821,1012110,0.5,96.9
19800822,1012110,0.8,73.2
19800823,1012110,6.1,71.8
19800824,1012110,6.2,58.5
19800825,1012110,19.7,91.3
19800826,1012110,19.4,495.9
19800827,1012110,0,438.6
19800828,1012110,0.2,267.4
19800829,1012110,0,180.7
19800830,1012110,0,120.7
19800831,1012110,6.4,107.4
19800901,1012110,0.9,100.8
19800902,1012110,19,153.4
19800903,1012110,0,165.1
19800904,1012110,0,140.3
19800905,1012110,0,279
19800906,1012110,0,252.7
19800907,1012110,10.3,180.4
19800908,1012110,0,138.9
19800909,1012110,0,100.7
19800910,1012110,3.6,84.3
19800911,1012110,13.4,162
19800912,1012110,0,221.6
19800913,1012110,0,132.2
19800914,1012110,0,99.5
19800915,1012110,0,77.5
19800916,1012110,0.2,58.6
19800917,1012110,0,57.2
19800918,1012110,0,43.1
19800919,1012110,0,32.9
19800920,1012110,0,36.2
19800921,1012110,0,34.3
19800922,1012110,0,31.2
19800923,1012110,0,27.7
19800924,1012110,0,27.7
19800925,1012110,0,26.8
19800926,1012110,0,25.5
19800927,1012110,0,21.9
19800928,1012110,0,20.6
19800929,1012110,0,7.6
19800930,1012110,0,28.2
19801001,1012110,0,31.4
19801002,1012110,0,18.3
19801003,1012110,0,13.8
19801004,1012110,0,16
19801005,1012110,8.4,27.8
19801006,1012110,1,26.7
19801007,1012110,0,12.2
19801008,1012110,1.4,24.5
19801009,1012110,0,13.9
19801010,1012110,3.4,15.4
19801011,1012110,0.1,17.5
19801012,1012110,0,13.8
19801013,1012110,0,14.2
19801014,1012110,0,13.8
19801015,1012110,0,12.2
19801016,1012110,0,10.8
19801017,1012110,0,4
19801018,1012110,0,8.2
19801019,1012110,0,13.6
19801020,1012110,0,6.3
19801021,1012110,0,13.2
19801022,1012110,0,12.6
19801023,1012110,0,8.3
19801024,1012110,0,7.6
19801025,1012110,10,5.8
19801026,1012110,0.2,13.6
19801027,1012110,0,8.7
19801028,1012110,0,12.3
19801029,1012110,0,11.6
19801030,1012110,2,3.7
19801031,1012110,0,9.5
19801101,1012110,0,9.7
19801102,1012110,0,6.8
19801103,1012110,0,5.8
19801104,1012110,0.1,5.8
19801105,1012110,0,9.2
19801106,1012110,0,9.1
19801107,1012110,0,2.7
19801108,1012110,0,7.7
19801109,1012110,0,6.7
19801110,1012110,0,3.4
19801111,1012110,0,4.3
19801112,1012110,2.8,7.5
19801113,1012110,0,7.4
19801114,1012110,0,7
19801115,1012110,0,9.4
19801116,1012110,0,11.2
19801117,1012110,0.1,4.6
19801118,1012110,0,4.7
19801119,1012110,0,3.4
19801120,1012110,0,7.2
19801121,1012110,0,8.6
19801122,1012110,0,3.4
19801123,1012110,0,3.4
19801124,1012110,9.9,12.4
19801125,1012110,0,13.9
19801126,1012110,0,14.1
19801127,1012110,0,15.6
19801128,1012110,0,11.2
19801129,1012110,0,10.2
19801130,1012110,0.5,6.4
19801201,1012110,0,11.5
19801202,1012110,3.3,6.8
19801203,1012110,3.5,7
19801204,1012110,0,7.4
19801205,1012110,0.9,3.4
19801206,1012110,0,3.1
19801207,1012110,0,4.3
19801208,1012110,0,1.6
19801209,1012110,0,5.7
19801210,1012110,0.2,3.1
19801211,1012110,8.2,11.3
19801212,1012110,0,4.8
19801213,1012110,0,5.2
19801214,1012110,0.5,1
19801215,1012110,0,6.2
19801216,1012110,0,0.7
19801217,1012110,0,1.6
19801218,1012110,0,0.9
19801219,1012110,0,0.1
19801220,1012110,0,10.3
19801221,1012110,0,6.2
19801222,1012110,7.4,9.8
19801223,1012110,4.2,3.3
19801224,1012110,0.2,4.2
19801225,1012110,0,4.5
19801226,1012110,0,1.2
19801227,1012110,0,1.1
19801228,1012110,0,6.2
19801229,1012110,0,1.9
19801230,1012110,0,1.3
19801231,1012110,0,6.2
19810101,1012110,15.1,12.3
19810102,1012110,0,4.5
19810103,1012110,0,3.3
19810104,1012110,0,2.2
19810105,1012110,0,4.7
19810106,1012110,0,1.8
19810107,1012110,0,5.7
19810108,1012110,0,2.5
19810109,1012110,0.2,3.2
19810110,1012110,0,2.8
19810111,1012110,0,2.8
19810112,1012110,0,2.8
19810113,1012110,0,9.6
19810114,1012110,0,0.3
19810115,1012110,2,0.7
19810116,1012110,0.2,5.8
19810117,1012110,0,1
19810118,1012110,0,6
19810119,1012110,0,4.6
19810120,1012110,0,5.2
19810121,1012110,0,1.3
19810122,1012110,0,4.3
19810123,1012110,1.1,4.8
19810124,1012110,0.9,1.9
19810125,1012110,0,5.9
19810126,1012110,0,3.3
19810127,1012110,0,1.6
19810128,1012110,0,0.4
19810129,1012110,0,3
19810130,1012110,0,3.6
19810131,1012110,0,1.4
19810201,1012110,0,4
19810202,1012110,0,3.3
19810203,1012110,0,4.1
19810204,1012110,0,1
19810205,1012110,0,1
19810206,1012110,0,7.4
19810207,1012110,0,0.5
19810208,1012110,3.4,2.2
19810209,1012110,0,1.3
19810210,1012110,1.2,0.5
19810211,1012110,0,6.6
19810212,1012110,0,1.8
19810213,1012110,0,3
19810214,1012110,0,5.7
19810215,1012110,0,12.6
19810216,1012110,0,9.5
19810217,1012110,0,6.9
19810218,1012110,0,7.4
19810219,1012110,0,10.4
19810220,1012110,0.2,6.2
19810221,1012110,0,5.9
19810222,1012110,0,5.4
19810223,1012110,1.7,2.5
19810224,1012110,4.3,8.9
19810225,1012110,0,4
19810226,1012110,0,5.4
19810227,1012110,0,2.8
19810228,1012110,0,1.4
19810301,1012110,0,5.3
19810302,1012110,0,8.1
19810303,1012110,0,6.1
19810304,1012110,0,5.7
19810305,1012110,0,3.2
19810306,1012110,0,7.7
19810307,1012110,0,0.8
19810308,1012110,0,13.4
19810309,1012110,0,19.7
19810310,1012110,0,5.2
19810311,1012110,0,5.4
19810312,1012110,0,8.1
19810313,1012110,9,6.5
19810314,1012110,0.7,28.6
19810315,1012110,0,50.3
19810316,1012110,0,37
19810317,1012110,0,35.7
19810318,1012110,0,22.7
19810319,1012110,0,30.9
19810320,1012110,0,43.2
19810321,1012110,0,43
19810322,1012110,0,31.3
19810323,1012110,0,53.4
19810324,1012110,7.6,75.8
19810325,1012110,4.9,78.6
19810326,1012110,1.4,77.8
19810327,1012110,4.2,72.7
19810328,1012110,0.3,48.6
19810329,1012110,0,63.4
19810330,1012110,0,43.6
19810331,1012110,0,44.3
19810401,1012110,0.2,50
19810402,1012110,0.5,51.1
19810403,1012110,0,43.1
19810404,1012110,0,33.9
19810405,1012110,0,42.2
19810406,1012110,0,44.4
19810407,1012110,0,41.5
19810408,1012110,0,40.3
19810409,1012110,0.3,50.9
19810410,1012110,9.3,53.4
19810411,1012110,0,69.5
19810412,1012110,0,47.5
19810413,1012110,0.2,38.2
19810414,1012110,0,35.5
19810415,1012110,0,31.4
19810416,1012110,1.1,27.7
19810417,1012110,0,32
19810418,1012110,0,25.6
19810419,1012110,11.5,37.3
19810420,1012110,1.1,35.2
19810421,1012110,0.2,30
19810422,1012110,0,36.3
19810423,1012110,0,26.4
19810424,1012110,1.7,35.9
19810425,1012110,0,29.3
19810426,1012110,0,29.1
19810427,1012110,0,24.6
19810428,1012110,0,19.6
19810429,1012110,33.2,51
19810430,1012110,0.5,128.8
19810501,1012110,0,81.1
19810502,1012110,0.1,74.5
19810503,1012110,0,41.5
19810504,1012110,0,45.4
19810505,1012110,0,42
19810506,1012110,0,29.1
19810507,1012110,0,22.6
19810508,1012110,0,26.1
19810509,1012110,21.1,52.3
19810510,1012110,42.3,218.6
19810511,1012110,11,551.1
19810512,1012110,0,306.3
19810513,1012110,0,171.7
19810514,1012110,0,105.7
19810515,1012110,0,87.5
19810516,1012110,8.4,75.9
19810517,1012110,4.3,104.1
19810518,1012110,0,126.4
19810519,1012110,0.1,80.9
19810520,1012110,0.7,76.2
19810521,1012110,0,60.5
19810522,1012110,0,50.5
19810523,1012110,0,44.6
19810524,1012110,0,54.4
19810525,1012110,2.5,33.8
19810526,1012110,0,28.5
19810527,1012110,0,22
19810528,1012110,4.9,26.6
19810529,1012110,0,27.8
19810530,1012110,25.2,34
19810531,1012110,9,79.1
19810601,1012110,0,64.5
19810602,1012110,0,57.5
19810603,1012110,0,38.4
19810604,1012110,0.3,37.7
19810605,1012110,0,33.7
19810606,1012110,0,22.3
19810607,1012110,0,27.7
19810608,1012110,0,20.4
19810609,1012110,1.4,21.6
19810610,1012110,9.7,22.6
19810611,1012110,11.5,30.6
19810612,1012110,0.3,33.7
19810613,1012110,4.1,31
19810614,1012110,0,27.1
19810615,1012110,0,21.6
19810616,1012110,0,14.1
19810617,1012110,0.2,14.9
19810618,1012110,0,15.5
19810619,1012110,8.1,25
19810620,1012110,0.3,10.5
19810621,1012110,81.6,256.4
19810622,1012110,35.9,1377.6
19810623,1012110,0,734.8
19810624,1012110,0,201.1
19810625,1012110,0,122.9
19810626,1012110,0,98.1
19810627,1012110,0,76.5
19810628,1012110,1.4,58.9
19810629,1012110,0,49.8
19810630,1012110,0,41.5
19810701,1012110,84.9,162.7
19810702,1012110,104.2,2835.7
19810703,1012110,47.9,1905.3
19810704,1012110,1.7,813.7
19810705,1012110,26,470.3
19810706,1012110,35,1335.9
19810707,1012110,0,566.8
19810708,1012110,1,284.9
19810709,1012110,26.8,483.7
19810710,1012110,0,291.8
19810711,1012110,16.9,217
19810712,1012110,66.9,1175.8
19810713,1012110,0.2,662.4
19810714,1012110,0,288.7
19810715,1012110,0.3,184.1
19810716,1012110,0,144.4
19810717,1012110,0.2,96.1
19810718,1012110,0,84
19810719,1012110,0,68.4
19810720,1012110,0,53.8
19810721,1012110,0,39
19810722,1012110,2.6,51.8
19810723,1012110,2.2,36.1
19810724,1012110,4.9,77.4
19810725,1012110,10.4,53.1
19810726,1012110,0,56.7
19810727,1012110,35.2,110.6
19810728,1012110,0.3,124.6
19810729,1012110,0.8,73.1
19810730,1012110,2.2,54.8
19810731,1012110,0,43.7
19810801,1012110,0.1,30.5
19810802,1012110,0.2,42.3
19810803,1012110,5.3,19.6
19810804,1012110,2.9,30.4
19810805,1012110,0,25.4
19810806,1012110,1,23.9
19810807,1012110,9.5,22.9
19810808,1012110,4,29.4
19810809,1012110,0,28.2
19810810,1012110,0,27
19810811,1012110,0.5,15.7
19810812,1012110,0,14.9
19810813,1012110,0,16.4
19810814,1012110,0,14.1
19810815,1012110,0,9.6
19810816,1012110,0,6
19810817,1012110,18.1,21.9
19810818,1012110,7.7,51.6
19810819,1012110,0,50.5
19810820,1012110,26.1,57.6
19810821,1012110,6,113
19810822,1012110,0,80.5
19810823,1012110,0,54.8
19810824,1012110,0,33.1
19810825,1012110,75.1,98.9
19810826,1012110,4.3,675.2
19810827,1012110,0,248.3
19810828,1012110,0,136.2
19810829,1012110,0,83
19810830,1012110,1.4,80.3
19810831,1012110,81.9,183.5
19810901,1012110,108.6,2586.7
19810902,1012110,32.5,2235.4
19810903,1012110,26.3,1058
19810904,1012110,0.7,888.2
19810905,1012110,0,381.5
19810906,1012110,0,227.5
19810907,1012110,0,148.1
19810908,1012110,4.2,112.3
19810909,1012110,3.4,112.3
19810910,1012110,0,74
19810911,1012110,0,65.1
19810912,1012110,0,58.5
19810913,1012110,0,47
19810914,1012110,0,33.9
19810915,1012110,0,37
19810916,1012110,0,34.5
19810917,1012110,0,25.5
19810918,1012110,0,26.1
19810919,1012110,0.2,27.2
19810920,1012110,0,36.7
19810921,1012110,0,28.7
19810922,1012110,0,26
19810923,1012110,0,26.2
19810924,1012110,38.5,78.5
19810925,1012110,0.4,110.9
19810926,1012110,0,65.3
19810927,1012110,2.3,62.2
19810928,1012110,0.5,43.2
19810929,1012110,0,25.9
19810930,1012110,0,30.9
19811001,1012110,0,25.4
19811002,1012110,0,23.1
19811003,1012110,0,30.8
19811004,1012110,5.2,20.6
19811005,1012110,4.3,35.5
19811006,1012110,0,26.2
19811007,1012110,0,21.1
19811008,1012110,0,16.3
19811009,1012110,0.2,11.6
19811010,1012110,0.2,5.6
19811011,1012110,0,8.9
19811012,1012110,0,12.7
19811013,1012110,1.7,16.7
19811014,1012110,0,19.3
19811015,1012110,0,10.5
19811016,1012110,0,12.2
19811017,1012110,0,18.6
19811018,1012110,5,19.9
19811019,1012110,0,15
19811020,1012110,0,8.2
19811021,1012110,0,13.5
19811022,1012110,2,14.6
19811023,1012110,0.2,4.1
19811024,1012110,0,4.1
19811025,1012110,0,12.6
19811026,1012110,0,16
19811027,1012110,0,6.6
19811028,1012110,7.6,12.5
19811029,1012110,0,23
19811030,1012110,0,12.1
19811031,1012110,3.1,10.4
19811101,1012110,0,9.1
19811102,1012110,23.6,37.3
19811103,1012110,0.5,90.5
19811104,1012110,0,66.6
19811105,1012110,0,46.7
19811106,1012110,0,31.2
19811107,1012110,0,19
19811108,1012110,0,21.9
19811109,1012110,0,20.1
19811110,1012110,0.1,24.5
19811111,1012110,0.2,17.2
19811112,1012110,0,10
19811113,1012110,0,13.8
19811114,1012110,0,17.6
19811115,1012110,2.7,24.5
19811116,1012110,0.3,18.1
19811117,1012110,0,18.5
19811118,1012110,0,15
19811119,1012110,0,13.6
19811120,1012110,0,17.7
19811121,1012110,0,13.5
19811122,1012110,0,13.2
19811123,1012110,0,13.7
19811124,1012110,0,9.8
19811125,1012110,0,14.9
19811126,1012110,0,15.8
19811127,1012110,0,13.6
19811128,1012110,0,10.4
19811129,1012110,0,10.1
19811130,1012110,0,13.8
19811201,1012110,0,6.3
19811202,1012110,0,8
19811203,1012110,0,7.9
19811204,1012110,1.1,3.5
19811205,1012110,0.1,4.5
19811206,1012110,0,6.7
19811207,1012110,0,14
19811208,1012110,0,10.9
19811209,1012110,0,5.3
19811210,1012110,0,6.3
19811211,1012110,0,5.2
19811212,1012110,0,8.6
19811213,1012110,0,9.5
19811214,1012110,0,4.6
19811215,1012110,0,1.9
19811216,1012110,0,2.7
19811217,1012110,0,4.4
19811218,1012110,0,2
19811219,1012110,2.6,7.8
19811220,1012110,0,7.3
19811221,1012110,0,4.7
19811222,1012110,0,3.2
19811223,1012110,0,2.5
19811224,1012110,0,2.8
19811225,1012110,0,10.4
19811226,1012110,0,5.8
19811227,1012110,0,11.2
19811228,1012110,0,11.1
19811229,1012110,3.7,8.8
19811230,1012110,0,7.6
19811231,1012110,0.2,0.8
19820101,1012110,0,0.8
19820102,1012110,0,5
19820103,1012110,0,6.1
19820104,1012110,0.6,17
19820105,1012110,13.7,20.1
19820106,1012110,0,27.8
19820107,1012110,0.2,12.1
19820108,1012110,0,5.9
19820109,1012110,2.1,6.2
19820110,1012110,0,3.6
19820111,1012110,0,5.2
19820112,1012110,0.6,4.1
19820113,1012110,0,3.1
19820114,1012110,0,2.1
19820115,1012110,0,3.4
19820116,1012110,0,2.3
19820117,1012110,0,6.3
19820118,1012110,0,6.1
19820119,1012110,0,0.3
19820120,1012110,0,6.2
19820121,1012110,0,1.8
19820122,1012110,0,3.8
19820123,1012110,0,0.4
19820124,1012110,0,0.4
19820125,1012110,0,6.2
19820126,1012110,0,8.9
19820127,1012110,0,6.2
19820128,1012110,0,2.3
19820129,1012110,0,1.8
19820130,1012110,0,1.9
19820131,1012110,0,3.1
19820201,1012110,0,6.6
19820202,1012110,0,0.4
19820203,1012110,0,3.7
19820204,1012110,0,0.6
19820205,1012110,0,10.3
19820206,1012110,0,0.4
19820207,1012110,0,3.1
19820208,1012110,0,3.9
19820209,1012110,0,0.2
19820210,1012110,0,0.1
19820211,1012110,0,0.1
19820212,1012110,0,0.9
19820213,1012110,0,0.1
19820214,1012110,0,5.7
19820215,1012110,0,0.7
19820216,1012110,0,4.9
19820217,1012110,0,2
19820218,1012110,0,0.1
19820219,1012110,3.2,2.4
19820220,1012110,0,14.4
19820221,1012110,0,5.8
19820222,1012110,0,5
19820223,1012110,0,9
19820224,1012110,0,7.1
19820225,1012110,0,5.4
19820226,1012110,0,3.8
19820227,1012110,0,4.5
19820228,1012110,0,2.2
19820301,1012110,0.2,9.9
19820302,1012110,0,7.8
19820303,1012110,0,3.5
19820304,1012110,15.9,11
19820305,1012110,2.2,8.5
19820306,1012110,0,18.6
19820307,1012110,0,17
19820308,1012110,0,10.5
19820309,1012110,0,1.6
19820310,1012110,0,11.3
19820311,1012110,0,9.8
19820312,1012110,0,8.4
19820313,1012110,0,17.1
19820314,1012110,0,11.4
19820315,1012110,10.4,23.3
19820316,1012110,0,50.8
19820317,1012110,4.8,12.8
19820318,1012110,0,24.6
19820319,1012110,0,16.8
19820320,1012110,0,16.6
19820321,1012110,0,19.8
19820322,1012110,0,18.2
19820323,1012110,0,17.6
19820324,1012110,0,24.1
19820325,1012110,0,27.3
19820326,1012110,0,17.8
19820327,1012110,0,14
19820328,1012110,0,16.2
19820329,1012110,0,13.4
19820330,1012110,3.9,15.5
19820331,1012110,0,12.1
19820401,1012110,0,18.2
19820402,1012110,8.4,24.7
19820403,1012110,0.4,30.8
19820404,1012110,0,35.4
19820405,1012110,0.1,30
19820406,1012110,0,23.7
19820407,1012110,0,22.9
19820408,1012110,1.7,24.2
19820409,1012110,7.8,28.9
19820410,1012110,0.1,24.3
19820411,1012110,0,26.4
19820412,1012110,0,33
19820413,1012110,0,35.2
19820414,1012110,0,32.6
19820415,1012110,0,33.2
19820416,1012110,0,41.4
19820417,1012110,0,31.4
19820418,1012110,0,30
19820419,1012110,0,13.8
19820420,1012110,0,14.8
19820421,1012110,0,15.2
19820422,1012110,0,25.6
19820423,1012110,0,17.9
19820424,1012110,0,14.9
19820425,1012110,0,19.2
19820426,1012110,0,15.2
19820427,1012110,0,13.9
19820428,1012110,0,14.6
19820429,1012110,0.3,14.5
19820430,1012110,0,18.1
19820501,1012110,0,18
19820502,1012110,0,15.2
19820503,1012110,0,18.9
19820504,1012110,3.6,9.2
19820505,1012110,0.3,6.2
19820506,1012110,0,21.8
19820507,1012110,17.5,36.3
19820508,1012110,0,30.1
19820509,1012110,0,32.4
19820510,1012110,0,28
19820511,1012110,0,25.1
19820512,1012110,12.3,32.5
19820513,1012110,61.9,62.6
19820514,1012110,0,414
19820515,1012110,0,177.9
19820516,1012110,0,116.5
19820517,1012110,0,71
19820518,1012110,0,75.1
19820519,1012110,20.7,77.9
19820520,1012110,1.5,74.9
19820521,1012110,0.4,81
19820522,1012110,0,55.4
19820523,1012110,0,48.6
19820524,1012110,0,37.6
19820525,1012110,0,39.3
19820526,1012110,23.1,60.6
19820527,1012110,0,56.9
19820528,1012110,0,49.1
19820529,1012110,0,35.7
19820530,1012110,0,31.9
19820531,1012110,19.3,53.8
19820601,1012110,0,71.2
19820602,1012110,0,71.1
19820603,1012110,0,68.1
19820604,1012110,0,59.3
19820605,1012110,0,41.7
19820606,1012110,0,34.1
19820607,1012110,0,29.5
19820608,1012110,4.4,28.9
19820609,1012110,0,20
19820610,1012110,0,24.6
19820611,1012110,0,24.9
19820612,1012110,0,19.4
19820613,1012110,14.2,33
19820614,1012110,0,29.3
19820615,1012110,0,33.2
19820616,1012110,0,21.9
19820617,1012110,0,17.1
19820618,1012110,7.9,12.7
19820619,1012110,2.7,22.9
19820620,1012110,5.3,27.1
19820621,1012110,0,28.5
19820622,1012110,10.5,30.1
19820623,1012110,0.5,28.4
19820624,1012110,0.3,19.7
19820625,1012110,0.1,15.3
19820626,1012110,0,12.1
19820627,1012110,5,19.7
19820628,1012110,0.3,23.4
19820629,1012110,0,22.8
19820630,1012110,10.3,24
19820701,1012110,0.2,22
19820702,1012110,5.1,21.7
19820703,1012110,0,15.8
19820704,1012110,0,13.2
19820705,1012110,0,9.2
19820706,1012110,0.2,4.4
19820707,1012110,3.1,10
19820708,1012110,1.2,9.1
19820709,1012110,0,10.4
19820710,1012110,0,8.2
19820711,1012110,1.9,6.1
19820712,1012110,0,9.9
19820713,1012110,0,10.2
19820714,1012110,0,7.6
19820715,1012110,0.8,6.1
19820716,1012110,32.8,43.9
19820717,1012110,10.4,34.5
19820718,1012110,0.1,35.7
19820719,1012110,0,26.2
19820720,1012110,0,11.7
19820721,1012110,0,8
19820722,1012110,0,7
19820723,1012110,0,5.9
19820724,1012110,5.8,1.9
19820725,1012110,8,155.4
19820726,1012110,10.6,188.4
19820727,1012110,40.5,286.6
19820728,1012110,4.8,236.3
19820729,1012110,2.6,124.7
19820730,1012110,0,89.1
19820731,1012110,1,71.5
19820801,1012110,0,53.8
19820802,1012110,0.2,40.4
19820803,1012110,0,36.7
19820804,1012110,0,31.7
19820805,1012110,0,27.7
