OBSYMD,DAMCD,RF,IQTY
20060607,1012110,0.1,6.438
20060608,1012110,36.2,32.377
20060609,1012110,0.2,56.426
20060610,1012110,12.8,56.516
20060611,1012110,7.2,56.935
20060612,1012110,0.1,52.253
20060613,1012110,0.2,28.94
20060614,1012110,60.2,77.671
20060615,1012110,7.8,587.013
20060616,1012110,0.4,274.384
20060617,1012110,0,155.913
20060618,1012110,1.9,103.969
20060619,1012110,0,65.645
20060620,1012110,0,48.37
20060621,1012110,3.1,44.371
20060622,1012110,0,36.147
20060623,1012110,0.4,6.061
20060624,1012110,1.7,20.073
20060625,1012110,0,17.21
20060626,1012110,13.3,32.148
20060627,1012110,0,31.351
20060628,1012110,0,26.821
20060629,1012110,0,23.581
20060630,1012110,36.5,28.432
20060701,1012110,28.3,201.2
20060702,1012110,17.6,296.223
20060703,1012110,0,297.748
20060704,1012110,1.4,174.892
20060705,1012110,2.5,116.45
20060706,1012110,0.1,104.646
20060707,1012110,3.3,77.122
20060708,1012110,0,77.045
20060709,1012110,1.6,61.5
20060710,1012110,20.7,65.258
20060711,1012110,2.3,180.082
20060712,1012110,141.5,1468.684
20060713,1012110,32.3,2244.484
20060714,1012110,43.2,1063.509
20060715,1012110,173,4208.167
20060716,1012110,110.5,3904.718
20060717,1012110,19.6,1238.675
20060718,1012110,49.6,1194.726
20060719,1012110,0.6,826.4
20060720,1012110,6.6,393.456
20060721,1012110,2.2,254.678
20060722,1012110,1.1,186.64
20060723,1012110,0,133.3
20060724,1012110,2.6,117.924
20060725,1012110,0,99.144
20060726,1012110,5.3,89.49
20060727,1012110,148.3,1236.663
20060728,1012110,17.3,2012.901
20060729,1012110,0.7,602.421
20060730,1012110,0.1,313.035
20060731,1012110,0,200.955
20060801,1012110,0,151.216
20060802,1012110,0,117.56
20060803,1012110,0,91.092
20060804,1012110,0,78.419
20060805,1012110,0,68.318
20060806,1012110,0,45.365
20060807,1012110,0,52.694
20060808,1012110,0,34.635
20060809,1012110,0,36.476
20060810,1012110,0,32.222
20060811,1012110,0,27.994
20060812,1012110,0,23.46
20060813,1012110,0,25.575
20060814,1012110,0,21.014
20060815,1012110,0.1,23.022
20060816,1012110,2.1,13.004
20060817,1012110,14.5,56.733
20060818,1012110,0.3,18.369
20060819,1012110,7.8,21.22
20060820,1012110,5.5,55.026
20060821,1012110,0,49.183
20060822,1012110,6.6,38.54
20060823,1012110,11.1,44.158
20060824,1012110,0.1,43.474
20060825,1012110,5.2,32.369
20060826,1012110,17.2,68.365
20060827,1012110,8.2,74.91
20060828,1012110,0,56.522
20060829,1012110,0.8,39.245
20060830,1012110,0.2,32.923
20060831,1012110,0,27.813
20060901,1012110,0,27.836
20060902,1012110,0,16.439
20060903,1012110,0,19.784
20060904,1012110,0,12.723
20060905,1012110,0.1,23.987
20060906,1012110,4,6.901
20060907,1012110,0,18.269
20060908,1012110,0,7.399
20060909,1012110,4.4,13.315
20060910,1012110,0,6.809
20060911,1012110,0,10.902
20060912,1012110,0,9.148
20060913,1012110,0,9.299
20060914,1012110,0,6.462
20060915,1012110,3.3,16.593
20060916,1012110,5.6,33.579
20060917,1012110,5,33.402
20060918,1012110,16.6,39.116
20060919,1012110,0.1,78.182
20060920,1012110,0,27.347
20060921,1012110,0,33.46
20060922,1012110,0,21.556
20060923,1012110,0,17.763
20060924,1012110,0,15.697
20060925,1012110,0,11.388
20060926,1012110,0,6.613
20060927,1012110,0,6.509
20060928,1012110,0,11.985
20060929,1012110,0,14.863
20060930,1012110,0,6.28
20061001,1012110,0,10.047
20061002,1012110,0,5.607
20061003,1012110,0,6.476
20061004,1012110,0,6.957
20061005,1012110,0.1,1.79
20061006,1012110,0,7.685
20061007,1012110,0,4.154
20061008,1012110,0,10.363
20061009,1012110,0,7.181
20061010,1012110,0,7.263
20061011,1012110,8.5,17.965
20061012,1012110,0,1.773
20061013,1012110,0,7.359
20061014,1012110,0,7.529
20061015,1012110,0,5.698
20061016,1012110,0,7.979
20061017,1012110,0,2.278
20061018,1012110,0,7.518
20061019,1012110,0,2.64
20061020,1012110,0.1,7.869
20061021,1012110,0,6.854
20061022,1012110,21.1,16.226
20061023,1012110,89.7,731.38
20061024,1012110,2,374.34
20061025,1012110,0,133.579
20061026,1012110,0,82.71
20061027,1012110,0,56.044
20061028,1012110,0,39.5
20061029,1012110,0,32.045
20061030,1012110,0,39.9
20061031,1012110,0,16.948
20061101,1012110,0,23.303
20061102,1012110,0.1,23.25
20061103,1012110,0,17.64
20061104,1012110,0,16.487
20061105,1012110,14.4,26.551
20061106,1012110,7,39.581
20061107,1012110,0.3,6.961
20061108,1012110,0.5,34.007
20061109,1012110,24.9,63.493
20061110,1012110,0,94.639
20061111,1012110,0,44.591
20061112,1012110,0,58.319
20061113,1012110,0.8,28.263
20061114,1012110,0.1,28.786
20061115,1012110,3.6,39.705
20061116,1012110,0.2,17.725
20061117,1012110,0.4,28.532
20061118,1012110,0.7,12.32
20061119,1012110,0.4,19.404
20061120,1012110,0.1,19.376
20061121,1012110,0,6.062
20061122,1012110,0.2,19.224
20061123,1012110,1.5,9.588
20061124,1012110,0,22.241
20061125,1012110,0.1,10.151
20061126,1012110,0.2,15.899
20061127,1012110,15.6,36.385
20061128,1012110,5.8,76.412
20061129,1012110,0,49.241
20061130,1012110,0,38.016
20061201,1012110,0,27.972
20061202,1012110,0,24.61
20061203,1012110,0,22.497
20061204,1012110,0,13.456
20061205,1012110,0,18.376
20061206,1012110,0,17.296
20061207,1012110,0,18.593
20061208,1012110,0,14.993
20061209,1012110,6.3,16.633
20061210,1012110,0.2,26.146
20061211,1012110,0,13.734
20061212,1012110,0,6.433
20061213,1012110,0,21.409
20061214,1012110,0,14.296
20061215,1012110,0,9.692
20061216,1012110,0.4,16.112
20061217,1012110,6.4,9.608
20061218,1012110,0.3,13.828
20061219,1012110,1.3,4.219
20061220,1012110,0.2,15.844
20061221,1012110,0,7.986
20061222,1012110,0.1,13.648
20061223,1012110,0,16.306
20061224,1012110,0,8.671
20061225,1012110,0,12.821
20061226,1012110,0,9.598
20061227,1012110,0,4.898
20061228,1012110,0,10.737
20061229,1012110,0,1.291
20061230,1012110,0,10.699
20061231,1012110,0,5.323
20070101,1012110,0,4.876
20070102,1012110,1.5,11.845
20070103,1012110,0.2,4.455
20070104,1012110,0,9.713
20070105,1012110,0,0.911
20070106,1012110,3.5,6.022
20070107,1012110,0,3.476
20070108,1012110,0,3.103
20070109,1012110,0.1,4.328
20070110,1012110,0,8.612
20070111,1012110,0,1.775
20070112,1012110,0,9.788
20070113,1012110,0,5.937
20070114,1012110,0,0.809
20070115,1012110,0,6.147
20070116,1012110,0,10.331
20070117,1012110,0,4.813
20070118,1012110,0,6.16
20070119,1012110,0,1.597
20070120,1012110,0,14.637
20070121,1012110,0,1.323
20070122,1012110,0.6,10.252
20070123,1012110,0,6.017
20070124,1012110,0,6.452
20070125,1012110,0.3,5.869
20070126,1012110,0,1.008
20070127,1012110,0,10.304
20070128,1012110,1,10.729
20070129,1012110,1.5,5.807
20070130,1012110,0.9,5.984
20070131,1012110,0,1.464
20070201,1012110,0,3.056
20070202,1012110,0,5.671
20070203,1012110,0.1,5.778
20070204,1012110,0,6.855
20070205,1012110,0,7.854
20070206,1012110,0,8.259
20070207,1012110,0,5.944
20070208,1012110,0.3,2.317
20070209,1012110,1.1,8.438
20070210,1012110,1.6,5.067
20070211,1012110,0.2,8.405
20070212,1012110,0.1,3.653
20070213,1012110,4.8,8.668
20070214,1012110,5.3,4.624
20070215,1012110,0.1,0.049
20070216,1012110,0.2,9.882
20070217,1012110,0,5.49
20070218,1012110,0,5.455
20070219,1012110,0,0.488
20070220,1012110,0,8.88
20070221,1012110,0,5.091
20070222,1012110,0,5.515
20070223,1012110,0,9.414
20070224,1012110,0,6.177
20070225,1012110,0,14.027
20070226,1012110,0,4.436
20070227,1012110,0,13.784
20070228,1012110,0,5.763
20070301,1012110,0,10.678
20070302,1012110,13.3,11.554
20070303,1012110,0.1,24.572
20070304,1012110,27.3,46.139
20070305,1012110,4,211.391
20070306,1012110,0,131.496
20070307,1012110,0,73.912
20070308,1012110,0,55.224
20070309,1012110,0,42.24
20070310,1012110,2.6,41.291
20070311,1012110,0.1,29.14
20070312,1012110,0,23.79
20070313,1012110,0,29.129
20070314,1012110,0,20.668
20070315,1012110,0,16.093
20070316,1012110,0.4,11.152
20070317,1012110,0,20.877
20070318,1012110,0,19.212
20070319,1012110,0.2,11.598
20070320,1012110,0,14.861
20070321,1012110,2.6,19.173
20070322,1012110,0.7,12.785
20070323,1012110,0,15.439
20070324,1012110,16.4,31.209
20070325,1012110,0.1,48.7
20070326,1012110,0,42.909
20070327,1012110,1.5,47.236
20070328,1012110,14.6,47.383
20070329,1012110,9.8,59.749
20070330,1012110,0.2,55.126
20070331,1012110,11.6,99.578
20070401,1012110,0,133.215
20070402,1012110,0.6,108.185
20070403,1012110,1.3,83.266
20070404,1012110,0.3,55.757
20070405,1012110,0,59.551
20070406,1012110,0,42.67
20070407,1012110,0,50.751
20070408,1012110,0,33.837
20070409,1012110,0,27.873
20070410,1012110,5.9,29.227
20070411,1012110,0,39.495
20070412,1012110,6.8,35.614
20070413,1012110,8,39.128
20070414,1012110,0,48.692
20070415,1012110,0.1,44.126
20070416,1012110,0.6,40.296
20070417,1012110,5.3,40.494
20070418,1012110,0,40.211
20070419,1012110,0,35.716
20070420,1012110,14.2,49.778
20070421,1012110,2.3,48.653
20070422,1012110,0.5,50.958
20070423,1012110,0,53.346
20070424,1012110,0,53.038
20070425,1012110,0.3,35.664
20070426,1012110,0,39.837
20070427,1012110,0,35.556
20070428,1012110,0,22.923
20070429,1012110,0,29.231
20070430,1012110,0.1,32.384
20070501,1012110,12,29.956
20070502,1012110,0.7,28.009
20070503,1012110,0,27.996
20070504,1012110,0,23.176
20070505,1012110,0,20.683
20070506,1012110,0,29.392
20070507,1012110,0,7.939
20070508,1012110,0,20.518
20070509,1012110,6.5,12.282
20070510,1012110,0,11.587
20070511,1012110,0,16.66
20070512,1012110,16.1,20.552
20070513,1012110,0.2,16.346
20070514,1012110,8.1,27.658
20070515,1012110,0,29.125
20070516,1012110,29.7,41.91
20070517,1012110,10.2,152.961
20070518,1012110,10.5,190.09
20070519,1012110,3.3,152.258
20070520,1012110,0.2,118.926
20070521,1012110,0,91.273
20070522,1012110,0,69.55
20070523,1012110,0,61.172
20070524,1012110,24.6,61.447
20070525,1012110,2.4,90.376
20070526,1012110,0,77.764
20070527,1012110,0,60.923
20070528,1012110,0,45.234
20070529,1012110,2.4,40.952
20070530,1012110,0.1,40.918
20070531,1012110,0,32.73
20070601,1012110,0,22.513
20070602,1012110,0,22.72
20070603,1012110,0,16.828
20070604,1012110,0,19.365
20070605,1012110,0,11.616
20070606,1012110,0,19.118
20070607,1012110,0.8,9.147
20070608,1012110,9.3,16.758
20070609,1012110,0,17.024
20070610,1012110,0,21.295
20070611,1012110,0,13.462
20070612,1012110,0,5.594
20070613,1012110,0.5,9.968
20070614,1012110,1.7,6.617
20070615,1012110,0,3.639
20070616,1012110,0,2.017
20070617,1012110,0,1.613
20070618,1012110,0,0
20070619,1012110,0,0.747
20070620,1012110,0,1.192
20070621,1012110,7.2,1.823
20070622,1012110,0.4,0
20070623,1012110,0,3.682
20070624,1012110,3.9,8.619
20070625,1012110,12.4,10.361
20070626,1012110,0,3.625
20070627,1012110,0,6.663
20070628,1012110,21,3.51
20070629,1012110,4.5,29.201
20070630,1012110,0.4,27.335
20070701,1012110,14.3,27.399
20070702,1012110,34.6,109.709
20070703,1012110,0.7,147.643
20070704,1012110,2.4,78.469
20070705,1012110,0.2,59.765
20070706,1012110,0,37.868
20070707,1012110,0,34.476
20070708,1012110,2,24.269
20070709,1012110,0,19.623
20070710,1012110,32.8,45.293
20070711,1012110,31.2,244.075
20070712,1012110,10.5,416.14
20070713,1012110,0,216.772
20070714,1012110,1.2,124.732
20070715,1012110,0.1,99.387
20070716,1012110,18.2,103.388
20070717,1012110,1,106.542
20070718,1012110,0,87.777
20070719,1012110,18.8,84.402
20070720,1012110,2.3,119.882
20070721,1012110,0.1,106.861
20070722,1012110,0,82.931
20070723,1012110,0,69.079
20070724,1012110,4,53.52
20070725,1012110,2.2,53.402
20070726,1012110,0.1,45.87
20070727,1012110,0,34.323
20070728,1012110,0,34.38
20070729,1012110,16.6,58.05
20070730,1012110,0,50.013
20070731,1012110,0,54.412
20070801,1012110,16.9,50.027
20070802,1012110,7.4,86.127
20070803,1012110,15.5,110.255
20070804,1012110,45.7,300.663
20070805,1012110,5.8,561.919
20070806,1012110,0,271.822
20070807,1012110,11.2,181.262
20070808,1012110,64.7,522.772
20070809,1012110,132.1,2306.113
20070810,1012110,35.1,2774.788
20070811,1012110,1.8,815.464
20070812,1012110,0.4,375.694
20070813,1012110,0.5,233.987
20070814,1012110,3,151.23
20070815,1012110,4.9,133.815
20070816,1012110,9.4,190.511
20070817,1012110,0,121.847
20070818,1012110,0,92.977
20070819,1012110,16.7,82.539
20070820,1012110,0.1,83.412
20070821,1012110,0.3,61.127
20070822,1012110,0.5,55.707
20070823,1012110,0,40.903
20070824,1012110,0,40.591
20070825,1012110,0.1,29.651
20070826,1012110,2.9,28.247
20070827,1012110,62.5,95.082
20070828,1012110,2.8,391.712
20070829,1012110,8.5,176.55
20070830,1012110,0.7,129.306
20070831,1012110,0,98.149
20070901,1012110,14,89.277
20070902,1012110,9.8,152.816
20070903,1012110,4.4,224.642
20070904,1012110,0.2,176.622
20070905,1012110,14.5,137.834
20070906,1012110,25.9,251.817
20070907,1012110,1.3,403.775
20070908,1012110,0.2,253.602
20070909,1012110,0,157.094
20070910,1012110,0,111.488
20070911,1012110,0,93.946
20070912,1012110,0,67.934
20070913,1012110,0,58.806
20070914,1012110,43.8,94.38
20070915,1012110,63,1114.418
20070916,1012110,7.5,519.198
20070917,1012110,13.3,452.042
20070918,1012110,22.3,384.993
20070919,1012110,35.4,495.645
20070920,1012110,11.2,1074.557
20070921,1012110,2.2,463.869
20070922,1012110,4.6,256.081
20070923,1012110,0.1,180.424
20070924,1012110,0.3,145.202
20070925,1012110,0,110.135
20070926,1012110,0,83.799
20070927,1012110,15.5,97.738
20070928,1012110,3.2,115.97
20070929,1012110,0.1,94.532
20070930,1012110,0,74.013
20071001,1012110,1.2,73.591
20071002,1012110,0.6,60.815
20071003,1012110,0.4,59.481
20071004,1012110,2.2,57.105
20071005,1012110,0,39.904
20071006,1012110,0,49.573
20071007,1012110,0.1,34.163
20071008,1012110,0,38.907
20071009,1012110,0,33.251
20071010,1012110,0.1,27.051
20071011,1012110,0,25.071
20071012,1012110,0,34.175
20071013,1012110,0,23.694
20071014,1012110,0.2,25.077
20071015,1012110,0.4,22.471
20071016,1012110,2,22.317
20071017,1012110,2.6,20.917
20071018,1012110,0,32.098
20071019,1012110,2,25.227
20071020,1012110,0,21.922
20071021,1012110,0,15.825
20071022,1012110,0,25.571
20071023,1012110,0,21.043
20071024,1012110,0,17.236
20071025,1012110,2.9,15.903
20071026,1012110,3.3,19.622
20071027,1012110,0,24.69
20071028,1012110,7.2,16.021
20071029,1012110,0.1,17.24
20071030,1012110,0,16.81
20071031,1012110,0,10.918
20071101,1012110,0,17.743
20071102,1012110,0,1.572
20071103,1012110,0,12.394
20071104,1012110,0,17.34
20071105,1012110,0,11.227
20071106,1012110,0,7.3
20071107,1012110,0,14.287
20071108,1012110,0,11
20071109,1012110,0.9,4.246
20071110,1012110,0.1,7.774
20071111,1012110,0,9.77
20071112,1012110,0,6.449
20071113,1012110,0,10.326
20071114,1012110,0,2.188
20071115,1012110,0,4.95
20071116,1012110,0,4.98
20071117,1012110,0,4.016
20071118,1012110,0,13.884
20071119,1012110,0.1,8.134
20071120,1012110,0.8,9.061
20071121,1012110,3.6,4.873
20071122,1012110,0,3.366
20071123,1012110,10,14.729
20071124,1012110,0.2,9.225
20071125,1012110,0,20.145
20071126,1012110,0.2,9.397
20071127,1012110,0,10.964
20071128,1012110,0,9.591
20071129,1012110,0.4,3.805
20071130,1012110,0,3.475
20071201,1012110,0,12.86
20071202,1012110,0,5.823
20071203,1012110,0,7.44
20071204,1012110,0,5.099
20071205,1012110,0,4.929
20071206,1012110,0,4.59
20071207,1012110,2.8,6.436
20071208,1012110,0.1,2.329
20071209,1012110,0,4.846
20071210,1012110,0.4,12.56
20071211,1012110,1.3,10.488
20071212,1012110,0,5.292
20071213,1012110,0,4.763
20071214,1012110,0,1.292
20071215,1012110,1.4,8.396
20071216,1012110,0,2.337
20071217,1012110,0,2.588
20071218,1012110,0,7.775
20071219,1012110,0,3.877
20071220,1012110,0,7.075
20071221,1012110,0,3.457
20071222,1012110,0,2.814
20071223,1012110,0,8.744
20071224,1012110,0,3.581
20071225,1012110,0,4.145
20071226,1012110,0,0.243
20071227,1012110,0,5.933
20071228,1012110,1,0.03
20071229,1012110,0.3,4.445
20071230,1012110,0.1,2.815
20071231,1012110,0,0.545
20080101,1012110,0,4.454
20080102,1012110,0,0.754
20080103,1012110,0,1.482
20080104,1012110,0,0.781
20080105,1012110,0,0
20080106,1012110,0,0.389
20080107,1012110,0,2.501
20080108,1012110,0,1.896
20080109,1012110,0,6.048
20080110,1012110,0,3.894
20080111,1012110,9.5,1.196
20080112,1012110,0.8,3.671
20080113,1012110,0,2.146
20080114,1012110,0.3,0.233
20080115,1012110,0,2.812
20080116,1012110,0,2.679
20080117,1012110,0,2.152
20080118,1012110,0,2.934
20080119,1012110,0,3.592
20080120,1012110,1.5,2.441
20080121,1012110,2.3,1.043
20080122,1012110,2.3,1.857
20080123,1012110,1.1,1.654
20080124,1012110,0.1,7.517
20080125,1012110,0,1.297
20080126,1012110,0,6.69
20080127,1012110,0,1.572
20080128,1012110,0,2.035
20080129,1012110,0.1,6.562
20080130,1012110,0,1.754
20080131,1012110,0,6.369
20080201,1012110,0,2.118
20080202,1012110,0,1.607
20080203,1012110,0,3.024
20080204,1012110,0,0
20080205,1012110,0,3.354
20080206,1012110,0,0
20080207,1012110,0,0.278
20080208,1012110,0,3.266
20080209,1012110,0,0.957
20080210,1012110,0,0
20080211,1012110,0,0.414
20080212,1012110,0,1.326
20080213,1012110,0,0.815
20080214,1012110,0,0
20080215,1012110,0,0.779
20080216,1012110,0,0
20080217,1012110,0,1.648
20080218,1012110,0,0.67
20080219,1012110,0,2.037
20080220,1012110,0,0.276
20080221,1012110,0,1.213
20080222,1012110,3.7,1.45
20080223,1012110,0,5.087
20080224,1012110,0,1.906
20080225,1012110,1.6,3.169
20080226,1012110,1.9,1.279
20080227,1012110,0,1.749
20080228,1012110,0,3.157
20080229,1012110,0.1,2.51
20080301,1012110,0,1.631
20080302,1012110,0,3.451
20080303,1012110,4.8,8.491
20080304,1012110,3.2,0.25
20080305,1012110,0,2.229
20080306,1012110,1.5,2.473
20080307,1012110,0,4.142
20080308,1012110,0,5.029
20080309,1012110,0,0.225
20080310,1012110,0,4.594
20080311,1012110,0,8.712
20080312,1012110,0.1,13.081
20080313,1012110,4.7,13.821
20080314,1012110,2.1,24.206
20080315,1012110,0,27.108
20080316,1012110,0,18.324
20080317,1012110,0,23.165
20080318,1012110,0,14.692
20080319,1012110,0.3,14.898
20080320,1012110,0,13.756
20080321,1012110,0,8.54
20080322,1012110,1.1,22.944
20080323,1012110,32,48.954
20080324,1012110,3.2,146.271
20080325,1012110,0.3,92.935
20080326,1012110,0.3,71.758
20080327,1012110,3.1,50.959
20080328,1012110,0.0549,38.866
20080329,1012110,3.8,37.781
20080330,1012110,1.7,33.766
20080331,1012110,4,30.973
20080401,1012110,0.1,30.203
20080402,1012110,3.074,46.609
20080403,1012110,0,33.398
20080404,1012110,0,35.601
20080405,1012110,0,32.603
20080406,1012110,0,34.347
20080407,1012110,0,30.659
20080408,1012110,0,43.052
20080409,1012110,4.4,32.18
20080410,1012110,2.1,42.002
20080411,1012110,0,46.319
20080412,1012110,0,44.482
20080413,1012110,6.3,40.355
20080414,1012110,0,41.625
20080415,1012110,0,31.195
20080416,1012110,0,37.505
20080417,1012110,0.1,32.894
20080418,1012110,0,27.257
20080419,1012110,0,27.437
20080420,1012110,0,24.169
20080421,1012110,0,20.94
20080422,1012110,0.3,21.128
20080423,1012110,2.9212,10.95
20080424,1012110,0,13.266
20080425,1012110,0.3,11.591
20080426,1012110,10.1026,13.274
20080427,1012110,0.8182,18.367
20080428,1012110,0,3.735
20080429,1012110,0,11.684
20080430,1012110,0,6.895
20080501,1012110,0,7.354
20080502,1012110,0,4.507
20080503,1012110,0,0.748
20080504,1012110,0,6.31
20080505,1012110,1.6973,2.213
20080506,1012110,0,3.279
20080507,1012110,2.5243,2.072
20080508,1012110,0.0655,5.765
20080509,1012110,0,0
20080510,1012110,0,1.931
20080511,1012110,0,0.757
20080512,1012110,0,0
20080513,1012110,6.6392,2.666
20080514,1012110,0,1.882
20080515,1012110,0,4.082
20080516,1012110,0,6.533
20080517,1012110,0,11.017
20080518,1012110,46.2624,18.059
20080519,1012110,7.304,81.237
20080520,1012110,0.0639,77.975
20080521,1012110,2.1123,50.02
20080522,1012110,0,36.046
20080523,1012110,0,29.069
20080524,1012110,0,16.677
20080525,1012110,0,26.469
20080526,1012110,0,10.842
20080527,1012110,0,8.432
20080528,1012110,23.7012,31.541
20080529,1012110,0,33.526
20080530,1012110,6.5585,29.16
20080531,1012110,0.1658,21.209
20080601,1012110,0,32.382
20080602,1012110,2.9621,12.875
20080603,1012110,1.7077,15.557
20080604,1012110,3.6807,15.553
20080605,1012110,12.4654,21.392
20080606,1012110,0.0762,41.085
20080607,1012110,0,29.781
20080608,1012110,0.2752,30.052
20080609,1012110,0,16.203
20080610,1012110,0,10.311
20080611,1012110,0,20.509
20080612,1012110,1.8929,23.458
20080613,1012110,0,12.842
20080614,1012110,0,13.524
20080615,1012110,0,10.071
20080616,1012110,0,10.238
20080617,1012110,0,8.308
20080618,1012110,41.1294,61.303
20080619,1012110,0,90.703
20080620,1012110,0,53.849
20080621,1012110,0.2483,44.029
20080622,1012110,6.1607,23.558
20080623,1012110,0,30.391
20080624,1012110,0,39.158
20080625,1012110,0,28.227
20080626,1012110,0,21.751
20080627,1012110,1.3935,22.529
20080628,1012110,2.2949,22.205
20080629,1012110,20.4178,39.234
20080630,1012110,0,58.371
20080701,1012110,0,43.045
20080702,1012110,6.5927,32.373
20080703,1012110,13.6947,66.687
20080704,1012110,0,69.903
20080705,1012110,0,56.646
20080706,1012110,0,39.563
20080707,1012110,0,29.059
20080708,1012110,0,32.209
20080709,1012110,0,18.636
20080710,1012110,0,22.324
20080711,1012110,0,15.247
20080712,1012110,6.0859,25.552
20080713,1012110,30.6324,95.143
20080714,1012110,0.85,78.106
20080715,1012110,1.7533,39.82
20080716,1012110,9.0996,43.237
20080717,1012110,0.1792,39.914
20080718,1012110,0,39.75
20080719,1012110,25.0322,43.502
20080720,1012110,56.3832,502.559
20080721,1012110,2.466,432.419
20080722,1012110,0.2639,223.598
20080723,1012110,0.0896,144.713
20080724,1012110,178.8966,2126.183
20080725,1012110,22.8731,2307.608
20080726,1012110,39.7363,964.489
20080727,1012110,3.9376,772.307
20080728,1012110,0,356.525
20080729,1012110,0,216.382
20080730,1012110,11.9036,180.777
20080731,1012110,0,135.893
20080801,1012110,0,95.174
20080802,1012110,34.7029,128.99
20080803,1012110,49.6949,1416.952
20080804,1012110,0.0549,476.424
20080805,1012110,0,241.842
20080806,1012110,0,158.042
20080807,1012110,0,111.948
20080808,1012110,0,83.302
20080809,1012110,4.7969,77.797
20080810,1012110,0.5504,66.053
20080811,1012110,0,48.889
20080812,1012110,42.1834,154.679
20080813,1012110,5.2893,137.599
20080814,1012110,20.9533,105.077
20080815,1012110,0.929,159.898
20080816,1012110,11.0782,132.679
20080817,1012110,0.1049,110.206
20080818,1012110,44.0702,316.763
20080819,1012110,0.5025,361.181
20080820,1012110,0.0783,195.607
20080821,1012110,0.1049,138.234
20080822,1012110,64.4419,269.336
20080823,1012110,3.5234,803.713
20080824,1012110,0,359.806
20080825,1012110,0,220.907
20080826,1012110,0,145.071
20080827,1012110,0.9996,111.227
20080828,1012110,0,93.831
20080829,1012110,0,75.44
20080830,1012110,0,63.515
20080831,1012110,0,50.585
20080901,1012110,39.6211,79.432
20080902,1012110,19.6938,343.941
20080903,1012110,0,221.934
20080904,1012110,0,139.337
20080905,1012110,0,98.47
20080906,1012110,0.0679,86.378
20080907,1012110,0,62.397
20080908,1012110,0,62.397
20080909,1012110,0,44.539
20080910,1012110,0,44.187
20080911,1012110,0,38.654
20080912,1012110,0,38.199
20080913,1012110,0,32.397
20080914,1012110,0,22
20080915,1012110,0,28.173
20080916,1012110,0,32.573
20080917,1012110,0,20.17
20080918,1012110,0,20.209
20080919,1012110,0,20.58
20080920,1012110,3.6705,24.212
20080921,1012110,0.0783,18.041
20080922,1012110,0.7316,19.65
20080923,1012110,0.5348,18.444
20080924,1012110,0,18.429
20080925,1012110,6.6265,24.572
20080926,1012110,0,24.23
20080927,1012110,0,12.556
20080928,1012110,0,23.861
20080929,1012110,0,0.596
20080930,1012110,0,20.863
20081001,1012110,0,8.763
20081002,1012110,0,8.742
20081003,1012110,0,14.851
20081004,1012110,0,14.937
20081005,1012110,0,9.257
20081006,1012110,0.2421,9.161
20081007,1012110,2.125,9.226
20081008,1012110,0.0783,21.246
20081009,1012110,0,5.82
20081010,1012110,0,11.742
20081011,1012110,0,12.032
20081012,1012110,0,12.183
20081013,1012110,0,0.753
20081014,1012110,0,0.792
20081015,1012110,0,6.352
20081016,1012110,0,6.231
20081017,1012110,0,12.126
20081018,1012110,0,6.482
20081019,1012110,0,6.836
20081020,1012110,0,1.175
20081021,1012110,0,1.235
20081022,1012110,6.3268,13
20081023,1012110,4.6641,14.04
20081024,1012110,0.1575,8.719
20081025,1012110,7.8271,14.328
20081026,1012110,0.2728,3.538
20081027,1012110,0,2.399
20081028,1012110,0,3.67
20081029,1012110,0,3.439
20081030,1012110,0,3.783
20081031,1012110,5.2534,15.309
20081101,1012110,0,4.956
20081102,1012110,0,5.223
20081103,1012110,0,3.296
20081104,1012110,0,5.656
20081105,1012110,0,5.414
20081106,1012110,0,5.604
20081107,1012110,0,5.612
20081108,1012110,0.0679,5.489
20081109,1012110,1.9827,5.726
20081110,1012110,0.0783,5.557
20081111,1012110,0,0.671
20081112,1012110,0,6.054
20081113,1012110,0,6.106
20081114,1012110,0,0.572
20081115,1012110,2.1643,12.611
20081116,1012110,0.1049,1.052
20081117,1012110,0.0639,0.936
20081118,1012110,0,3.605
20081119,1012110,0,5.011
20081120,1012110,0.0896,5.415
20081121,1012110,0.0896,6.403
20081122,1012110,0,1.183
20081123,1012110,0,4.107
20081124,1012110,0,1.134
20081125,1012110,0,6.8
20081126,1012110,0,1.523
20081127,1012110,3.5269,6.812
20081128,1012110,8.1345,2.238
20081129,1012110,2.6908,12.294
20081130,1012110,0,7.069
20081201,1012110,0,1.628
20081202,1012110,0,7.209
20081203,1012110,0,1.518
20081204,1012110,3.6291,5.568
20081205,1012110,0,0.592
20081206,1012110,0,1.752
20081207,1012110,0.1049,5.059
20081208,1012110,3.4649,7.637
20081209,1012110,1.1107,2.55
20081210,1012110,0,8.093
20081211,1012110,7.3975,13.44
20081212,1012110,0,8.783
20081213,1012110,0,0.719
20081214,1012110,0,7.759
20081215,1012110,0,8.191
20081216,1012110,0,3.135
20081217,1012110,2.3371,3.408
20081218,1012110,0,3.278
20081219,1012110,0,3.642
20081220,1012110,6.5098,9.004
20081221,1012110,4.9642,7.088
20081222,1012110,4.28,8.679
20081223,1012110,0.1122,3.645
20081224,1012110,0.2127,0
20081225,1012110,0,3.589
20081226,1012110,0,4.152
20081227,1012110,0,4.515
20081228,1012110,0,0
